,author_ID,Gender,Repo_name,Commit_datetime,Commit_message,Added,Deleted,Modified,Removed,Day,MSG_LEN,Tag,Message,Tag_type,Message_Type,tagMessageAccuracy,Commit_Type,Commit_Type_2,Project_Type,team_info,count_of_females,count_of_males,predicted_tags
33996,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:00:59,added check for orders after the order number at top of file,2.0,0.0,7.0,0.0,0,60.0,Untagged,added check for orders after the order number at top of file,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
33995,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:02:47,removing IAE to see what's wrong with invalid file 5,2.0,0.0,7.0,0.0,0,52.0,Untagged,removing IAE to see what's wrong with invalid file 5,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
33994,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:06:14,[testing] invalid file 5 for no customers,2.0,0.0,7.0,0.0,0,41.0,TESTING, invalid file 5 for no customers,Testing,Misc,False,Testing,test,Team P2,mixed,1,1,[test]
33993,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:08:02,testing removing delimiter from after initializing numberScanner,2.0,0.0,7.0,0.0,0,64.0,Untagged,testing removing delimiter from after initializing numberScanner,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
33992,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:09:39,removed pmd violations in customer.java,2.0,0.0,6.0,0.0,0,39.0,Untagged,removed pmd violations in customer.java,Untagged,Styling,Untagged,Styling,untagged,Team P2,mixed,1,1,[debugging]
33991,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:24:38,[testing] fixed invalid test file 12,2.0,0.0,6.0,0.0,0,36.0,TESTING, fixed invalid test file 12,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
22762,fjxqzfuipg,F,csc216-T-P2-07,2020-10-20 03:28:00,[Skeleton] [Implementation] Added given GUI files to the project; Created skeletons for classes in the model package; Began implementation of model classes; Some methods require implementation; Classes contain Javadoc,46.0,0.0,7.0,0.0,1,217.0,SKELETON,  Added given GUI files to the project; Created skeletons for classes in the model package; Began implementation of model classes; Some methods require implementation; Classes contain Javadoc,Misc,DocumentationImplementation,False,DocumentationImplementation,skeleton,Team P2,mixed,1,1,[implementation]
22763,fjxqzfuipg,F,csc216-T-P2-07,2020-10-19 18:46:01,[Implementation] Created Project2,57.0,0.0,2.0,0.0,0,33.0,IMPLEMENTATION, Created Project2,Implementation,Misc,False,Implementation,implementation,Team P2,mixed,1,1,[implementation]
34004,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 17:20:24,revert to previous build,2.0,0.0,11.0,0.0,4,24.0,Untagged,revert to previous build,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
34005,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 17:18:30,added null checks in Customer.java and MenuItem.java,2.0,0.0,13.0,0.0,4,52.0,Untagged,added null checks in Customer.java and MenuItem.java,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
34021,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 15:21:04,fixed issues with trim() and compareTo() methods in Customer.java and MenuItem.java,21.0,0.0,17.0,0.0,4,83.0,Untagged,fixed issues with trim() and compareTo() methods in Customer.java and MenuItem.java,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
34020,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 15:25:46,[Testing] incrementing size in add(int; E) method before validating index,21.0,0.0,17.0,0.0,4,73.0,TESTING, incrementing size in add(int; E) method before validating index,Testing,Misc,False,Testing,test,Team P2,mixed,1,1,[test]
34019,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 15:26:03,Fixed UniqueList,21.0,0.0,17.0,0.0,4,16.0,Untagged,Fixed UniqueList,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[bugfix]
34018,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 15:29:27,[Testing] Fixed UniqueList add method,21.0,0.0,17.0,0.0,4,37.0,TESTING, Fixed UniqueList add method,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
34017,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 15:30:43,Revert to previous build,21.0,0.0,17.0,0.0,4,24.0,Untagged,Revert to previous build,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
34016,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 15:32:40,Revert to original build of UniqueList before changes,21.0,0.0,17.0,0.0,4,53.0,Untagged,Revert to original build of UniqueList before changes,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
34015,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 16:01:37,[Testing] removal of IAE if ModelException is caught,21.0,0.0,17.0,0.0,4,52.0,TESTING, removal of IAE if ModelException is caught,Testing,Misc,False,Testing,test,Team P2,mixed,1,1,[test]
34024,j7jswfg0mj,M,csc216-T-P2-07,2020-10-29 22:18:54,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-07.git into main  Conflicts:  Project2/test/edu/ncsu/csc216/hloj/model/io/HLOJDataWriterTest.java ,21.0,0.0,19.0,0.0,3,178.0,Untagged,Merge branch 'main' of https://github.ncsu.edu/engr-csc216-fall2020/csc216-T-P2-07.git into main  Conflicts:  Project2/test/edu/ncsu/csc216/hloj/model/io/HLOJDataWriterTest.java ,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
34014,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 16:01:57,[testing] test files are added,2.0,0.0,17.0,0.0,4,30.0,TESTING, test files are added,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
34012,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 16:20:31,[Testing] Corrected lastOrderNumber failures and remove methods in CustomerManager and OrderManager,2.0,0.0,16.0,0.0,4,99.0,TESTING, Corrected lastOrderNumber failures and remove methods in CustomerManager and OrderManager,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
34011,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 16:36:49,[testing] fixed menu manager failures,2.0,0.0,14.0,0.0,4,37.0,TESTING, fixed menu manager failures,Testing,Implementation,False,ImplementationTesting,test,Team P2,mixed,1,1,[test]
34010,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 16:40:00,testing compareTo method in MenuItem,2.0,0.0,11.0,0.0,4,36.0,Untagged,testing compareTo method in MenuItem,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
34009,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 16:57:50,fixed setting the lastOrderNumber after adding an order,2.0,0.0,11.0,0.0,4,55.0,Untagged,fixed setting the lastOrderNumber after adding an order,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[test]
34008,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 17:01:19,fixed lastOrderNumber field updates,2.0,0.0,11.0,0.0,4,35.0,Untagged,fixed lastOrderNumber field updates,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[test]
22751,fjxqzfuipg,F,csc216-T-P2-07,2020-10-26 02:40:59,[Implementation] Finished implementing MenuItem class,25.0,0.0,24.0,0.0,0,53.0,IMPLEMENTATION, Finished implementing MenuItem class,Implementation,Implementation,True,Implementation,implementation,Team P2,mixed,1,1,[implementation]
34006,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 17:10:31,revert to previous build,2.0,0.0,11.0,0.0,4,24.0,Untagged,revert to previous build,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
34013,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 16:07:14,[testing] fixed invalid test file 4,2.0,0.0,17.0,0.0,4,35.0,TESTING, fixed invalid test file 4,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
34025,j7jswfg0mj,M,csc216-T-P2-07,2020-10-29 22:17:30,[testing] sortedList; uniqueList; writer,21.0,0.0,19.0,0.0,3,40.0,TESTING, sortedList; uniqueList; writer,Testing,Misc,False,Testing,test,Team P2,mixed,1,1,[test]
34007,j7jswfg0mj,M,csc216-T-P2-07,2020-10-30 17:07:43,testing changing the lastOrderNumber in Order.java,2.0,0.0,11.0,0.0,4,50.0,Untagged,testing changing the lastOrderNumber in Order.java,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
34027,j7jswfg0mj,M,csc216-T-P2-07,2020-10-29 16:17:51,[Testing] finished testing OrderManager and MenuManager,25.0,0.0,23.0,0.0,3,55.0,TESTING, finished testing OrderManager and MenuManager,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
33985,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:43:11,added check for test file 13 if there is an identifier that does not exist,2.0,0.0,6.0,0.0,0,74.0,Untagged,added check for test file 13 if there is an identifier that does not exist,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
33984,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:45:50,instead of removing all orders; only remove the invalid one if there is a NPE,2.0,0.0,6.0,0.0,0,77.0,Untagged,instead of removing all orders; only remove the invalid one if there is a NPE,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
33983,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:46:51,revert to previous build,2.0,0.0,6.0,0.0,0,24.0,Untagged,revert to previous build,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
33982,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:48:26,added check for invalidOrder to cancel the order instead of remove all of them,2.0,0.0,6.0,0.0,0,78.0,Untagged,added check for invalidOrder to cancel the order instead of remove all of them,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
33981,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:50:10,added invalidOrder   true in the NPE check,2.0,0.0,6.0,0.0,0,42.0,Untagged,added invalidOrder   true in the NPE check,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
33980,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:51:40,revert to previous build,2.0,0.0,6.0,0.0,0,24.0,Untagged,revert to previous build,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
33979,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:55:42,added catch block for NPE in creating a new order,2.0,0.0,6.0,0.0,0,49.0,Untagged,added catch block for NPE in creating a new order,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
33978,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:57:28,checking for invalid test file 7,2.0,0.0,6.0,0.0,0,32.0,Untagged,checking for invalid test file 7,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
33977,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 17:00:36,fixed invalid test file 5 and 8 failures,2.0,0.0,6.0,0.0,0,40.0,Untagged,fixed invalid test file 5 and 8 failures,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[test]
33976,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 17:02:13,added else conditional for test files 5 and 8,2.0,0.0,6.0,0.0,0,45.0,Untagged,added else conditional for test files 5 and 8,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
33986,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:35:09,changed continue; to break; if menuItem throws a ME,2.0,0.0,6.0,0.0,0,51.0,Untagged,changed continue; to break; if menuItem throws a ME,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
33975,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 17:04:45,change cancel order to fulfill order,2.0,0.0,6.0,0.0,0,36.0,Untagged,change cancel order to fulfill order,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[test]
33973,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 17:17:03,added check in OrderManager if the order to add is null,2.0,0.0,6.0,0.0,0,55.0,Untagged,added check in OrderManager if the order to add is null,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[test]
33972,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 17:19:13,added try catch instead looking for a NPE in OrderManager.placeOrder(),2.0,0.0,6.0,0.0,0,70.0,Untagged,added try catch instead looking for a NPE in OrderManager.placeOrder(),Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[implementation]
22759,fjxqzfuipg,F,csc216-T-P2-07,2020-10-22 16:39:00,[Debug] Fixed errors by adding throws tags to method headers in MenuManager and OrderManager classes,39.0,0.0,13.0,0.0,3,100.0,DEBUG, Fixed errors by adding throws tags to method headers in MenuManager and OrderManager classes,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
22758,fjxqzfuipg,F,csc216-T-P2-07,2020-10-22 17:02:24,[Debug] Added missing compareTo() method to Order class,39.0,0.0,13.0,0.0,3,55.0,DEBUG, Added missing compareTo() method to Order class,Implementation,Misc,False,Implementation,debugging,Team P2,mixed,1,1,[debugging]
22757,fjxqzfuipg,F,csc216-T-P2-07,2020-10-22 17:24:46,"[Debug] Added ""extends AbstractList<E>"" to the UniqueList method header",39.0,0.0,13.0,0.0,3,71.0,DEBUG," Added ""extends AbstractList<E>"" to the UniqueList method header",Implementation,Misc,False,Implementation,debugging,Team P2,mixed,1,1,[debugging]
22756,fjxqzfuipg,F,csc216-T-P2-07,2020-10-22 17:42:36,[Debug] Fixed checkstyle and PMD errors,37.0,0.0,14.0,0.0,3,39.0,DEBUG, Fixed checkstyle and PMD errors,Implementation,ImplementationStyling,True,ImplementationStyling,debugging,Team P2,mixed,1,1,[debugging]
22755,fjxqzfuipg,F,csc216-T-P2-07,2020-10-22 17:50:49,[Debug] Attempting to fix ModelException error in CustomerManager,37.0,0.0,14.0,0.0,3,65.0,DEBUG, Attempting to fix ModelException error in CustomerManager,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
22754,fjxqzfuipg,F,csc216-T-P2-07,2020-10-22 17:55:01,[Debug] Attempting to fix ModelException error in CustomerManager,37.0,0.0,14.0,0.0,3,65.0,DEBUG, Attempting to fix ModelException error in CustomerManager,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
22753,fjxqzfuipg,F,csc216-T-P2-07,2020-10-22 18:01:30,[Debug] Attempting to fix ModelException error in CustomerManager,37.0,0.0,14.0,0.0,3,65.0,DEBUG, Attempting to fix ModelException error in CustomerManager,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
34026,j7jswfg0mj,M,csc216-T-P2-07,2020-10-29 17:47:44,[Testing] model package has been tested with coverage above 60%,25.0,0.0,19.0,0.0,3,63.0,TESTING, model package has been tested with coverage above 60%,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
33974,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 17:11:41,testing removal of NPE check,2.0,0.0,6.0,0.0,0,28.0,Untagged,testing removal of NPE check,Untagged,Testing,Untagged,Testing,untagged,Team P2,mixed,1,1,[test]
33987,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:33:16,moved check for invalidOrder into the catch for a ModelException for MenuItems,2.0,0.0,6.0,0.0,0,78.0,Untagged,moved check for invalidOrder into the catch for a ModelException for MenuItems,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
22725,fjxqzfuipg,F,csc216-T-P2-07,2020-11-01 21:43:11,[Debug] Fixed UniqueList.add(element) to add new elements to the end of the list rather than the beginning,2.0,0.0,12.0,0.0,6,106.0,DEBUG, Fixed UniqueList.add(element) to add new elements to the end of the list rather than the beginning,Implementation,Implementation,True,Implementation,debugging,Team P2,mixed,1,1,[debugging]
34033,j7jswfg0mj,M,csc216-T-P2-07,2020-10-21 21:08:10,[Skeleton] completed skeleton of MenuManager,39.0,0.0,13.0,0.0,2,44.0,SKELETON, completed skeleton of MenuManager,Misc,Implementation,False,Implementation,skeleton,Team P2,mixed,1,1,[skeleton]
34031,j7jswfg0mj,M,csc216-T-P2-07,2020-10-28 22:52:23,[Implementation] CustomerManager; OrderManager; MenuManager Fixed pmd violations in HLOJDataReader,25.0,0.0,23.0,0.0,2,98.0,IMPLEMENTATION, CustomerManager; OrderManager; MenuManager Fixed pmd violations in HLOJDataReader,Implementation,ImplementationStyling,True,ImplementationStyling,implementation,Team P2,mixed,1,1,[implementation]
34032,j7jswfg0mj,M,csc216-T-P2-07,2020-10-22 19:38:51,[Testing] Generated JUnit tests for concrete and inner classes,25.0,0.0,24.0,0.0,3,62.0,TESTING, Generated JUnit tests for concrete and inner classes,Testing,Testing,True,Testing,test,Team P2,mixed,1,1,[test]
34034,j7jswfg0mj,M,csc216-T-P2-07,2020-10-21 20:48:19,[Skeleton] OrderManager skeleton is complete,40.0,0.0,12.0,0.0,2,44.0,SKELETON, OrderManager skeleton is complete,Misc,Implementation,False,Implementation,skeleton,Team P2,mixed,1,1,[skeleton]
34035,j7jswfg0mj,M,csc216-T-P2-07,2020-10-21 20:22:01,[Skeleton] added the skeleton for the IO classes and CustomerManager.java,41.0,0.0,11.0,0.0,2,73.0,SKELETON, added the skeleton for the IO classes and CustomerManager.java,Misc,Implementation,False,Implementation,skeleton,Team P2,mixed,1,1,[skeleton]
33990,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:26:07,fixed invalid test file 12,2.0,0.0,6.0,0.0,0,26.0,Untagged,fixed invalid test file 12,Untagged,ImplementationTesting,Untagged,ImplementationTesting,untagged,Team P2,mixed,1,1,[test]
33989,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:27:09,moved adding menu items to after the identifier check,2.0,0.0,6.0,0.0,0,53.0,Untagged,moved adding menu items to after the identifier check,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[debugging]
33988,j7jswfg0mj,M,csc216-T-P2-07,2020-11-02 16:31:21,added check for invalid order if there are no menu items to fix invalid file 13,2.0,0.0,6.0,0.0,0,79.0,Untagged,added check for invalid order if there are no menu items to fix invalid file 13,Untagged,Implementation,Untagged,Implementation,untagged,Team P2,mixed,1,1,[debugging]
34028,j7jswfg0mj,M,csc216-T-P2-07,2020-10-29 15:49:24,[Testing] finished testing CustomerManager and fixed bug in OrderManager,25.0,0.0,23.0,0.0,3,72.0,TESTING, finished testing CustomerManager and fixed bug in OrderManager,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
34030,j7jswfg0mj,M,csc216-T-P2-07,2020-10-28 22:54:25,removed throw ME from setLastOrderNumber method header,25.0,0.0,23.0,0.0,2,54.0,Untagged,removed throw ME from setLastOrderNumber method header,Untagged,Misc,Untagged,Misc,untagged,Team P2,mixed,1,1,[implementation]
34029,j7jswfg0mj,M,csc216-T-P2-07,2020-10-28 23:41:01,[Testing] Started testing CustomerManager,25.0,0.0,23.0,0.0,2,41.0,TESTING, Started testing CustomerManager,Testing,ImplementationTesting,True,ImplementationTesting,test,Team P2,mixed,1,1,[test]
28019,f7alsf1ml,M,csc216-T-P2-13,2020-10-20 12:15:39,[skeleton] Build CustomerManager skeleton and StortedList<E>,186.0,0.0,7.0,1.0,1,60.0,SKELETON, Build CustomerManager skeleton and StortedList<E>,Misc,Implementation,False,Implementation,skeleton,Team P2,mixed,1,1,[skeleton]
